id,title,price,availability,star_rating,category
63cd3158-f83e-4b02-a69f-c3775069951e,Something Blue (Darcy & Rachel #2),54.62,3 ,1,Womens Fiction
1704971a-53df-49f3-b71f-ab79248ecc6c,I've Got Your Number,19.69,3 ,1,Womens Fiction
97ce1ce5-2eed-4848-92a0-71b37e8de78b,The Edge of Reason (Bridget Jones #2),19.18,1 ,4,Womens Fiction
a7dafbea-e666-410a-ae95-c2fe428e1ffe,Bridget Jones's Diary (Bridget Jones #1),29.82,1 ,1,Womens Fiction
e560b866-8f13-423b-a3b9-e71132b9ed7a,Soumission,50.10,20 ,1,Fiction
51eadde5-d7ff-4260-83c2-9e091ea0b61a,Private Paris (Private #10),47.61,17 ,5,Fiction
0cc2b4f8-3de5-4ceb-888c-f1304898b249,"We Love You, Charlie Freeman",50.27,16 ,5,Fiction
c75824ab-906d-4295-930e-deef1e53c145,Thirst,17.27,16 ,5,Fiction
021768b5-d2db-417a-9de9-ac51bd54ea93,The Murder That Never Was (Forensic Instincts #5),54.11,16 ,3,Fiction
75038ab7-e032-40c0-a85a-0bee0949dfab,Tuesday Nights in 1980,21.04,15 ,2,Fiction
babf5095-083c-4543-a4d0-857f80491397,The Vacationers,42.15,15 ,4,Fiction
27fbad2e-f2b7-4cde-9fac-b3fe1e8ab2ac,The Regional Office Is Under Attack!,51.36,15 ,5,Fiction
c69151f0-da2d-48a8-ad5c-ea0f747d1e37,Finders Keepers (Bill Hodges Trilogy #2),53.53,15 ,5,Fiction
5b8cd9aa-94ac-45e3-af77-2c741b84daa4,The Time Keeper,27.88,14 ,5,Fiction
f81a6131-3a14-4e6e-a497-9414528907dc,The Testament of Mary,52.67,14 ,4,Fiction
b243446c-268e-438b-9c94-0b3746ff0150,The First Hostage (J.B. Collins #2),25.85,14 ,3,Fiction
ad594711-e14f-4127-94f8-f48b1168dbff,Take Me with You,45.21,14 ,3,Fiction
89e0ce24-bb26-4e63-9d92-cdba570ffebf,Still Life with Bread Crumbs,26.41,14 ,3,Fiction
862ab9e9-6efb-47fa-b6c7-361e332515a7,Shtum,55.84,14 ,4,Fiction
af1c1a58-4817-41a5-ab02-32434c927453,My Name Is Lucy Barton,41.56,14 ,1,Fiction
7b4bd0a7-3923-4e28-8cf5-73d654d8226c,My Mrs. Brown,24.48,14 ,3,Fiction
d5dfd630-a4e0-4b24-a42b-8b31b5dcd057,Mr. Mercedes (Bill Hodges Trilogy #1),28.90,14 ,1,Fiction
a4fbc9c9-b638-4cda-84fc-1fccbfdeaee5,I Am Pilgrim (Pilgrim #1),10.60,14 ,4,Fiction
d8be97b6-fb27-4cf0-8226-86e851b4e3a0,Eligible (The Austen Project #4),27.09,14 ,3,Fiction
8b1db118-674f-4ff8-8272-e11d804df2f3,Eight Hundred Grapes,14.39,14 ,4,Fiction
3d4f6ef6-36f7-47ee-a74c-28898f9339a9,Dear Mr. Knightley,11.21,14 ,5,Fiction
7703c668-4faf-439e-9efd-aed54086dccc,Cometh the Hour (The Clifton Chronicles #6),25.01,14 ,3,Fiction
cc71d5dd-d38a-411a-a753-93b0c5004627,Balloon Animals,17.03,14 ,3,Fiction
b2e75b3c-396b-4e8a-9e0d-b0f7f65e2e38,A Man Called Ove,39.72,14 ,1,Fiction
5299bce8-5047-4bd0-b630-a79dbddf53f5,The Silent Sister (Riley MacPherson #1),46.29,12 ,5,Fiction
90045954-6f8c-4762-abda-0c6afc81cfca,The Dinner Party,56.54,12 ,2,Fiction
8cb5cb79-a22e-4916-b16b-bafcff5b0aa5,The Improbability of Love,59.45,11 ,1,Fiction
d2cc5365-17db-407d-afdd-71f1d7b6b8da,Mothering Sunday,13.34,11 ,2,Fiction
16e03992-68ea-4fea-aae7-a4f4a6ee2cf1,Lies and Other Acts of Love,45.14,11 ,1,Fiction
2acde12f-cdab-458e-9b64-46f895016bd3,Daredevils,16.34,11 ,3,Fiction
8c1d3733-76cb-44e9-8b1e-123c00c694f6,11/22/63,48.48,11 ,3,Fiction
036352ed-7ab3-4bce-89b3-10701be3d33a,The Shack,28.03,9 ,1,Fiction
cd65319d-0ae0-46bd-a288-6ae66bc7c158,The High Mountains of Portugal,51.15,8 ,1,Fiction
5b573235-bfe2-4432-ac98-6ab458332602,Miller's Valley,58.54,8 ,2,Fiction
e867c3cc-7a63-4ea4-a4b9-eb1e41e9f8aa,Hystopia: A Novel,21.96,8 ,4,Fiction
e7db7bc1-64ad-44cc-92b7-ce3baf43ecd6,The Bourne Identity (Jason Bourne #1),42.78,7 ,4,Fiction
ea5e6b87-e7ec-4f8e-87ba-cf1cf3d6381a,Sister Dear,40.20,7 ,4,Fiction
0e6939d8-6829-4f81-9210-6f61966ead47,Memoirs of a Geisha,49.67,7 ,3,Fiction
62368184-2047-4535-8aa6-9429d08be65f,Me Before You (Me Before You #1),19.02,6 ,1,Fiction
9567655f-5fe2-423c-8f34-79aa224564f3,Deception Point,40.32,6 ,4,Fiction
fc571279-b1ff-4aa5-b2d0-114615058026,The Little Paris Bookshop,24.73,5 ,3,Fiction
52aca3bf-4767-473e-9244-dc8b5a44089a,The Firm,45.56,5 ,3,Fiction
a95a75d2-e995-4f9e-80be-22f1a3f396d8,The Expatriates,44.58,5 ,2,Fiction
9b3a71c8-cd3e-4d91-85f7-8688dc98c302,Siddhartha,34.22,5 ,5,Fiction
99f6540d-dfbe-4dae-b549-b736e685185c,Last One Home (New Beginnings #1),59.98,5 ,3,Fiction
62c45420-fb35-4a65-9aa2-00c402df9216,Digital Fortress,58.00,5 ,5,Fiction
dab3b5c0-a0ba-40c0-aa98-de70e0af4a2d,Atlas Shrugged,26.58,4 ,5,Fiction
7ff8ef95-b924-4039-a7e7-bcf90656ba51,Three-Martini Lunch,23.21,3 ,3,Fiction
7f956caf-0e9b-458e-aff9-caf852e3c0a4,The Nightingale,26.26,3 ,4,Fiction
bfbcb4ee-196f-43a7-9dae-7b9c5a93b6f2,The Infinities,27.41,3 ,1,Fiction
87c4ad70-4c2a-462c-a203-d7f4691f612d,The Husband's Secret,52.51,3 ,5,Fiction
286b7c70-c8b0-4428-9ca3-652f4caf68a5,The Da Vinci Code (Robert Langdon #2),22.96,3 ,2,Fiction
5477065f-1b11-4f34-876e-d1e65d609444,The Art of Fielding,22.10,3 ,1,Fiction
93066897-35f9-4d44-aeb7-a5e08430f3eb,Lila (Gilead #3),12.47,3 ,3,Fiction
8e686c96-50b4-4080-851e-be58ea9cc7b2,Jurassic Park (Jurassic Park #1),44.97,3 ,1,Fiction
ae45e13c-e079-4aaf-a5c2-caa15abdf086,Inferno (Robert Langdon #4),41.00,3 ,5,Fiction
51981ae0-cd51-44c1-8dfe-20d30e23f872,Crazy Rich Asians (Crazy Rich Asians #1),49.13,3 ,5,Fiction
3f0c007c-38b4-4858-8d48-576bc3038713,Big Little Lies,22.11,3 ,1,Fiction
181b7874-d594-4875-be24-2eb5f72b69d6,The Course of Love,16.78,2 ,3,Fiction
b9e00290-8bf3-48b4-b5c7-39110c96ca93,When I'm Gone,51.96,1 ,3,Fiction
852f9434-443c-42f9-bc29-0c00583edf91,The Silent Wife,12.34,1 ,5,Fiction
dcf4e13f-9c92-421a-9ebf-4ac1f70d43dc,The Bette Davis Club,30.66,1 ,3,Fiction
63fcd17d-b3cf-4b0d-b991-7781aba2da25,Kitchens of the Great Midwest,57.20,1 ,5,Fiction
a44c0fb6-1d38-412f-b058-240aaeaef624,Bright Lines,39.07,1 ,5,Fiction
5d5d76d8-4ab9-4c44-975c-261f331946a2,Birdsong: A Story in Pictures,54.64,19 ,3,Childrens
31fb4b2b-19d8-4b24-bdf8-0febb07bef70,The Bear and the Piano,36.89,18 ,1,Childrens
746278cf-e11d-49ce-897f-63394cb04445,The Secret of Dreadwillow Carse,56.13,16 ,1,Childrens
b3b06dc7-1cba-47eb-8836-42d1201df413,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,15 ,4,Childrens
d61fb9d8-3d56-4cf0-b93c-2998ec551b1a,Little Red,13.47,15 ,3,Childrens
fa7cc6a5-3538-466e-80da-423b4f092ebb,Walt Disney's Alice in Wonderland,12.96,14 ,5,Childrens
6d740280-4138-4f8b-8ba4-180b34f7c3f2,Twenty Yawns,22.08,14 ,2,Childrens
e410b803-943c-483b-a6c5-4ebffcf0f1ad,Rain Fish,23.57,14 ,3,Childrens
f6e62d6f-eaa5-4ae6-a8b1-52ebe61cdc5e,Once Was a Time,18.28,14 ,2,Childrens
2643c49e-abce-4212-a00c-4643bcbe41d3,Luis Paints the World,53.95,14 ,3,Childrens
c067c430-142c-43e8-8b4a-d0fb74c6c333,Nap-a-Roo,25.08,9 ,1,Childrens
333b661e-6c9b-477a-b80b-167ed642ba98,The Whale,35.96,7 ,4,Childrens
644db0c6-e4b6-437c-b943-6e7fe9684b41,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,7 ,3,Childrens
5affad63-14e1-4545-b47a-46af22cf580b,Raymie Nightingale,34.41,7 ,2,Childrens
ea1a3362-2d51-4621-8e91-0f5feea75534,Playing from the Heart,32.38,7 ,1,Childrens
2364197c-f465-45dd-8eed-d86bc3c476c8,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,5 ,1,Childrens
d0b2365a-7bfa-46ff-8abb-52482a663f23,The Wild Robot,56.07,3 ,3,Childrens
d23d804f-ce41-4620-99f9-1c43936b1250,The Thing About Jellyfish,48.77,3 ,1,Childrens
3374778f-e0d6-4963-bdcf-d408f09a79f7,The Lonely Ones,43.59,3 ,5,Childrens
46a7883e-23d7-413e-a64f-f67dd008f650,The Day the Crayons Came Home (Crayons),26.33,3 ,5,Childrens
961bce7b-95b2-4eb4-b44d-3378d4d82642,The Cat in the Hat (Beginner Books B-1),16.26,3 ,2,Childrens
0d6dc5cc-8fbd-4c9b-979b-038dfa84accd,Red: The True Story of Red Riding Hood,28.54,3 ,3,Childrens
ac64b5a1-653c-4875-a67d-ef00cf54a97d,Horrible Bear!,37.52,3 ,2,Childrens
6cfaa647-97d1-472d-abe8-9a5fb49f3908,Green Eggs and Ham (Beginner Books B-16),10.79,3 ,4,Childrens
d12ecd3e-d503-4ff6-be62-41041cccfe00,Counting Thyme,10.62,3 ,1,Childrens
cd80c668-8813-48ef-ac09-5232d0bd372a,Are We There Yet?,10.66,3 ,3,Childrens
e7d17046-1879-4741-b66e-69cb8a7a3694,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,2 ,4,Childrens
5ea9fb1b-8f79-472d-8338-a2ada3edee79,Matilda,28.34,1 ,1,Childrens
8ae2f66d-c7d7-4bfc-949a-ea8813c3d64d,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,1 ,3,Childrens
ff57fad7-a57f-47bf-9378-09022fb078de,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,16 ,2,Religion
7c1e998c-6c1c-402c-b960-cf620fa943e7,You Are What You Love: The Spiritual Power of Habit,21.87,15 ,4,Religion
52b11cd3-88d2-4526-91c2-441236ea0a31,God: The Most Unpleasant Character in All Fiction,30.03,14 ,5,Religion
a875b054-b890-4e42-a256-a0b18322cb48,The Book of Mormon,24.57,9 ,3,Religion
d233f800-df69-4f85-a966-dfc31e19d096,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,4 ,1,Religion
4b294add-ccec-4c20-883f-a2086b4dbe36,The Bhagavad Gita,57.49,1 ,3,Religion
d47154ba-037f-457a-90f9-849b643e5460,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,1 ,4,Religion
2be21f89-abf0-4ac7-b9a0-79e026cf2315,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.30,18 ,5,Nonfiction
840a7089-d23c-4495-b8fa-ce5f31afe53d,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,18 ,3,Nonfiction
a7335866-d964-4a6c-856c-41f80246157c,Reasons to Stay Alive,26.41,17 ,2,Nonfiction
234860ff-84b4-40f5-906c-f1faa203ee5b,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,17 ,5,Nonfiction
05924096-0f53-433b-9c84-1e01af0387c7,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,16 ,4,Nonfiction
63bc2ce8-0843-44b5-a93c-0a6820cb926d,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,16 ,3,Nonfiction
b88b2b86-351a-4ce2-9284-86e01c8ee193,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,16 ,3,Nonfiction
ae933cb1-4484-4a38-babe-7287dbb44ca0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,16 ,1,Nonfiction
14160787-efbd-4dfe-ae11-13b98431f47f,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,16 ,1,Nonfiction
9363abd2-659f-484e-a669-b1f82aba2da0,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,16 ,4,Nonfiction
35dcced2-cf5f-4d6c-9b63-b3a7d410fedc,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,16 ,2,Nonfiction
c9cd0603-4031-4475-ae4a-3236487bdb30,In the Country We Love: My Family Divided,22.00,16 ,4,Nonfiction
d0d0e2c3-5b9b-4608-a13b-507a76e7e4a0,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,16 ,2,Nonfiction
ba3c3deb-67e3-4cf5-8ef4-3ad2eb16b2bd,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,16 ,5,Nonfiction
719d71d9-52fc-4004-8ee1-ab8f012bfe25,Algorithms to Live By: The Computer Science of Human Decisions,30.81,16 ,1,Nonfiction
1dd03b74-0a11-46d6-9a88-f7384da329bc,The Power of Now: A Guide to Spiritual Enlightenment,43.54,15 ,2,Nonfiction
997477cf-cb68-4580-8728-ce35407562b0,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,15 ,2,Nonfiction
00758778-8b78-4953-98bb-3ec13e7664a7,The Genius of Birds,17.24,15 ,1,Nonfiction
67084b20-0755-42bd-a25d-212a41c46ae1,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,15 ,5,Nonfiction
44aa8581-7d46-4205-a5af-da0bab51d3fb,So You've Been Publicly Shamed,12.23,15 ,2,Nonfiction
21359b54-709c-44f5-a424-10e7ff255bed,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,15 ,3,Nonfiction
09b8a1d5-9bac-48de-b816-ed71c7d23580,Big Magic: Creative Living Beyond Fear,30.80,15 ,3,Nonfiction
a66f06df-c2f1-48b7-9e82-e1d9b1dc7d58,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,15 ,2,Nonfiction
526c1ed7-fb2e-465f-9e8b-ad9758eb1d1b,Agnostic: A Spirited Manifesto,12.51,15 ,5,Nonfiction
9e4cd4a7-8fa1-4551-bec3-c0da1f30a74f,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.20,14 ,4,Nonfiction
252b5b13-88e4-4989-9528-83ee80d60bfd,What's It Like in Space?: Stories from Astronauts Who've Been There,19.60,14 ,2,Nonfiction
13ed4169-1568-4de7-a567-c3013b6b5540,The Year of Magical Thinking,43.04,14 ,2,Nonfiction
1fdd7f86-e2f6-4104-baa0-af75958cad3d,The Literature Book (Big Ideas Simply Explained),17.43,14 ,3,Nonfiction
a7dc04b3-d73d-4fe0-956b-fa84740a1300,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,14 ,1,Nonfiction
f87b5033-388a-4158-b684-8ed8db9df109,Swell: A Year of Waves,45.58,14 ,1,Nonfiction
0d101221-387b-41ca-bb72-ed283b4bcdde,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,14 ,2,Nonfiction
80f4b5a6-f3da-4a10-be44-0d96929e7702,Looking for Lovely: Collecting the Moments that Matter,29.14,14 ,5,Nonfiction
d6925aa0-4cbc-4209-8bf5-0e478e76005b,Let It Out: A Journey Through Journaling,26.79,14 ,5,Nonfiction
034c3a22-9c5f-4971-8efa-43897158b23b,Hamilton: The Revolution,58.79,14 ,3,Nonfiction
bee6608d-b69e-4949-9192-0cb46bacf118,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,14 ,4,Nonfiction
95b4ab84-0404-45f6-9811-c51f023d4f06,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,14 ,5,Nonfiction
39cbb5c0-a891-40db-a678-afa709ad748d,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.80,14 ,4,Nonfiction
62f26f94-a11e-4530-9a9f-ffeeebeefb8d,Brain on Fire: My Month of Madness,49.32,14 ,5,Nonfiction
f0f94b61-4edd-4498-9338-f165b52bcbc9,Abstract City,56.37,14 ,5,Nonfiction
89d82792-78c1-44a8-a9e7-3ce419329efa,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,13 ,1,Nonfiction
826a30c9-1435-47ce-ae16-7c05b2478ae3,The Lonely City: Adventures in the Art of Being Alone,33.26,12 ,2,Nonfiction
46f0a8eb-ebe2-4be8-a24d-deebd7b0ef08,The Diary of a Young Girl,59.90,12 ,3,Nonfiction
90aaa510-bca6-4f15-83a1-b9af6954a0ab,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,12 ,3,Nonfiction
6dfa9173-5c57-4045-ba2f-2f89977e6b85,Furiously Happy: A Funny Book About Horrible Things,41.46,12 ,4,Nonfiction
bd8d42ae-58b5-466e-923d-e71aa1f8755d,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,11 ,4,Nonfiction
0eb57cfc-5582-4646-afc9-a749418e7fd2,"Mother, Can You Not?",16.89,11 ,5,Nonfiction
c6dd1693-7c59-4fa7-b0c6-5ac386d5a1b2,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,11 ,3,Nonfiction
e75e5ac5-c51e-4099-a8ce-d98af307c59e,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,10 ,2,Nonfiction
967cd82c-840c-4b7a-8e97-77346839a6c5,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,9 ,2,Nonfiction
a7f2ef21-be36-4ebd-bee7-25d727d1305b,"Zero to One: Notes on Startups, or How to Build the Future",34.06,8 ,3,Nonfiction
080785db-a1ee-4c39-b79a-4a64ea13bdbc,Why Not Me?,17.76,8 ,1,Nonfiction
4aeb5fb4-c15d-4f62-8c34-40862bc890dc,When Breath Becomes Air,39.36,8 ,2,Nonfiction
ef751950-6714-429b-8902-896039dbbbe9,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,8 ,4,Nonfiction
67be13f3-3440-486b-ad7d-27884541fad2,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,8 ,5,Nonfiction
12807bc6-2b3b-4ad8-9fbb-1c116e10aecc,Rising Strong,21.82,8 ,3,Nonfiction
c7091946-29c3-4890-b1f0-c7b2a3a24bb9,Man's Search for Meaning,29.48,8 ,3,Nonfiction
cf421495-c8c6-455e-bd24-11f24176be35,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,8 ,2,Nonfiction
2e113079-0e9d-4ad6-aacd-7c7a21f78edd,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,8 ,3,Nonfiction
b9f78ed1-fd6e-41bb-b265-2f2a74ca0c5f,I Will Find You,44.21,8 ,1,Nonfiction
2525e0df-0b65-49cb-ade0-cc30e62817d0,Brazen: The Courage to Find the You That's Been Hiding,19.22,8 ,2,Nonfiction
bdd83e74-2571-4685-bbff-cdcf04761806,Between the World and Me,56.91,8 ,4,Nonfiction
b3fe5293-fdc4-47c1-bff3-c4aa53bb2e1d,Being Mortal: Medicine and What Matters in the End,55.06,8 ,4,Nonfiction
a5f8f1fa-5389-42a9-8e01-dd4972659c6e,"A Murder Over a Girl: Justice, Gender, Junior High",13.20,8 ,3,Nonfiction
041c8dda-6090-40ff-89de-64f62b21ca3f,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,7 ,3,Nonfiction
59d72625-8374-4a1e-995c-b475db75b0dd,Finding God in the Ruins: How God Redeems Pain,46.64,7 ,2,Nonfiction
3bce8d9a-15f7-45ba-82b9-c7c23ee57dd7,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,6 ,4,Nonfiction
6dfd362f-ea9c-4089-9d87-3c5e49957b75,In Cold Blood,49.98,6 ,4,Nonfiction
600c5a5b-bce3-4ac8-80f3-041f1f7f517f,"Girl, Interrupted",42.14,6 ,3,Nonfiction
b501fbe6-295d-4b26-b461-62f02d265179,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,5 ,2,Nonfiction
61e457a8-773b-4762-8c18-41dbf12ec56b,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,5 ,4,Nonfiction
b747268a-660a-4c17-9dda-6e62995e159f,My Mother Was Nuts,31.63,5 ,4,Nonfiction
e43b1902-0450-4f19-b73f-6383ea3e2c64,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,5 ,3,Nonfiction
34d07da0-494e-4970-ac97-88f54bc8100a,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,4 ,3,Nonfiction
b845a23f-f429-43ea-be83-fbbd4a379aeb,The Gunning of America: Business and the Making of American Gun Culture,16.81,4 ,4,Nonfiction
48723b8d-d7be-4ed2-8ed5-0c62ba5ed2df,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,4 ,2,Nonfiction
c10e4e00-830e-4e15-a306-1264243e1deb,God Is Not Great: How Religion Poisons Everything,27.80,4 ,1,Nonfiction
aec0eab0-aba1-4b15-99ad-f4f6df66ef1f,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3 ,3,Nonfiction
d5ef2d74-3992-4849-948b-2eee5249584a,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3 ,3,Nonfiction
5bd924eb-2809-471c-aaa1-90bfb4e4edba,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,3 ,1,Nonfiction
004d6b1b-42eb-4115-90ab-8039db0e5aa5,Under the Banner of Heaven: A Story of Violent Faith,30.00,3 ,1,Nonfiction
436aa6f5-8392-400d-b859-d24132ec5413,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,3 ,1,Nonfiction
731624bc-daa5-448c-afb3-7d2a1ea95746,The Name of God is Mercy,37.25,3 ,2,Nonfiction
fdcfc068-acaf-45a4-8b34-5bc1066632ee,Stiff: The Curious Lives of Human Cadavers,36.74,3 ,3,Nonfiction
99e39743-456a-46e1-b3fe-70a51e078276,Spilled Milk: Based on a True Story,49.51,3 ,1,Nonfiction
54731ee4-2186-42cb-a524-aab6b52df49f,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,3 ,4,Nonfiction
405e63c9-4bfa-4e8f-862f-754294078f35,Outliers: The Story of Success,14.16,3 ,1,Nonfiction
becea36d-4227-4ad4-b47f-d094aede0b45,Notes from a Small Island (Notes From a Small Island #1),40.17,3 ,1,Nonfiction
17da6eff-da66-429a-86e3-a75b1f5a8bd6,Night (The Night Trilogy #1),13.51,3 ,1,Nonfiction
d98d9f17-ba65-469f-9604-1a5edc57daed,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,3 ,1,Nonfiction
df470cdd-39e8-4198-9987-34462a213b89,Letter to a Christian Nation,22.20,3 ,1,Nonfiction
1ec4b286-2497-4111-9161-04aa66b9d89c,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,3 ,1,Nonfiction
b18cc380-35e1-4073-afc1-b2706f1b2895,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,3 ,1,Nonfiction
9ba77977-aecf-4a07-b572-2351ff31a4c6,Into the Wild,56.70,3 ,5,Nonfiction
717110e8-4d9c-4869-b5f1-fc668e9216de,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3 ,3,Nonfiction
c332c443-0289-4af7-8eb9-a9aae8472fc6,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,3 ,2,Nonfiction
a728db40-cd96-4ade-9597-26a02c32862d,Gratitude,26.66,3 ,5,Nonfiction
abe2db67-11b8-45ef-b2ec-2f2b698369e6,Disrupted: My Misadventure in the Start-Up Bubble,15.28,3 ,5,Nonfiction
50369653-762b-4a19-ad69-6c5ea0441833,Brave Enough,51.32,3 ,5,Nonfiction
eed94962-dc3b-411a-be01-8a090d2f2be8,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,3 ,2,Nonfiction
e03b0242-f562-4ac8-ab7d-cf185b2ecaaa,Blink: The Power of Thinking Without Thinking,21.74,3 ,5,Nonfiction
9d060905-99b1-43f1-a3eb-57f361e54ef9,Black Flags: The Rise of ISIS,40.87,3 ,1,Nonfiction
422b0a0a-242d-452f-a6a5-a7b305d6ccaa,Are We Smart Enough to Know How Smart Animals Are?,56.58,3 ,1,Nonfiction
45b2a90d-330d-4965-835e-251bd07a3d60,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,3 ,4,Nonfiction
6d924f8f-2b83-45e0-a2ce-2ea6a6de4559,"The Suffragettes (Little Black Classics, #96)",11.89,2 ,2,Nonfiction
da20b545-4bf4-4b22-b018-d4793f6b8e3e,Kindle Paperwhite User's Guide,34.00,2 ,3,Nonfiction
be3c5f26-d836-492c-b003-d2242d63c608,H is for Hawk,57.42,2 ,5,Nonfiction
49aad14a-dcbd-4d9f-a231-8178865226e3,Travels with Charley: In Search of America,57.82,1 ,5,Nonfiction
1bf45a0e-ded3-487e-bbaa-475f6ff7f3eb,The Tumor,41.56,1 ,5,Nonfiction
d36c648f-0cf1-487b-bd07-55b67840ac5e,The End of the Jesus Era (An Investigation #1),14.40,1 ,1,Nonfiction
ee9b57a5-bc1b-4f43-af03-be5561551f66,"Eat, Pray, Love",51.32,1 ,3,Nonfiction
20c582ae-da42-47b6-9dbd-d84b59d1aa28,Rip it Up and Start Again,35.02,19 ,5,Music
be8b70c2-a326-4326-a954-77df8d128ccf,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,19 ,3,Music
4ea54d17-fb0b-43d4-9863-58eb71c6446e,How Music Works,37.32,19 ,2,Music
aeb6fd07-8187-4b49-a81e-535954c3dc96,Love Is a Mix Tape (Music #1),18.03,14 ,1,Music
61bfe48c-7d0f-482e-a5bc-18b35871b814,Please Kill Me: The Uncensored Oral History of Punk,31.19,8 ,4,Music
41963dc4-d152-4fc0-9f93-0864932bd779,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,8 ,5,Music
e85f9054-26c0-46bc-8a08-2c5c2852a21b,"Chronicles, Vol. 1",52.60,7 ,2,Music
88787a85-92f6-41e8-b584-48cc03770250,This Is Your Brain on Music: The Science of a Human Obsession,38.40,5 ,1,Music
f7138d4a-edcb-43e1-a946-6f7ae3be5717,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,4 ,3,Music
cead1c92-5ff8-449c-87a7-e42e1d5c20f2,No One Here Gets Out Alive,20.02,4 ,5,Music
